,Gene,Y0h,Y0l,Y1h,Y1l,Y3h,Y3l
0,ENSG00000000003,0.24010534174559414,0.999722497444097,1.2346906772428345e-10,6.733560358868233e-12,0.005366612431518436,2.949255288461991e-07
1,ENSG00000000419,0.6653091624204329,0.2850016443276375,1.2297008261658908e-08,2.012001407412355e-15,5.012826989329748e-05,2.3771416037293372e-11
2,ENSG00000000457,0.6652818761339212,0.2848999749655062,2.2380646200409126e-12,2.984028389234865e-11,0.025683756582649483,7.106794424225782e-05
3,ENSG00000000938,0.0009529051259334451,7.429655096145343e-07,7.25618660781925e-08,3.2306528448806117e-06,0.12270847324783381,0.9286597233187578
4,ENSG00000000971,0.016453620340745573,0.10213603707991496,4.7114362211562166e-08,2.3613560542059227e-07,0.08807878770567829,0.7580288268134595
5,ENSG00000001036,0.9062244170134791,0.9998438423114594,0.0022778453502012826,0.00430339209527147,0.4490019241920954,0.9791751095893388
6,ENSG00000001084,0.6651727199363386,0.2844935157950374,0.005262697832909541,0.004552538513343667,0.6803306723589347,0.9998706262404737
7,ENSG00000001167,0.0020537676131254195,1.3970622770766224e-06,9.633819802770305e-09,8.624234383202583e-13,0.002339353295336844,2.483876871509542e-08
8,ENSG00000001460,0.4344406318475545,0.0014279113829057202,0.004885576515647638,0.023199193808365683,0.8297999263309445,0.9982638966340999
9,ENSG00000001461,0.7609672397915894,0.8757796644286826,1.1521403583809694e-09,3.285265258763588e-11,0.0022053881005880357,0.0012941519029200023
10,ENSG00000001497,0.43384866161777413,0.0035201132015766105,3.6022761601835434e-12,2.976376439260242e-12,0.003445048130369941,1.107370482811977e-06
11,ENSG00000001561,0.6311768692709441,0.06346945042108229,0.7784440198601721,0.9999972424303981,0.14594985505206215,0.5325390499036972
12,ENSG00000001617,0.7588614518942397,0.9934340913148637,0.001215090693284162,0.0035189900139720853,0.6989497999538086,0.9999822739410501
13,ENSG00000001626,0.7868514042149984,0.9762910946165578,1.3196784519200982e-13,3.3206381302370896e-14,0.8120330850988663,0.9992739279748865
14,ENSG00000001629,0.3207188001656997,0.0097889392044148,0.8837065027554043,0.9999983973343954,0.8220106878711912,0.9952139557866346
15,ENSG00000001631,0.8771163654187728,0.9961483292849374,1.5489375897545196e-15,7.807349944550457e-19,0.7976574970985694,0.9994654038548526
16,ENSG00000002016,0.6648997521298667,0.2834788977737371,5.556218814688526e-06,0.0002339122210073419,0.06171849822099315,4.4089771336178425e-05
17,ENSG00000002330,0.664872449278458,0.28337755633143574,9.714014978872555e-08,5.3567650037740534e-08,0.01098386680190927,2.8221735748248736e-06
18,ENSG00000002549,0.8778644859449651,0.9986841139374139,0.015347137807602962,0.9944964423474087,0.26547241241335795,0.999927063345924
19,ENSG00000002587,0.6520051883388384,0.06740392515417011,7.432003591718175e-06,0.0012514298318449287,0.29220823163343573,0.6212784271975758
20,ENSG00000002746,0.5741280488666768,0.36433108234861306,1.4858726809265554e-08,2.307840806012724e-12,0.6386101784091507,0.9988179194103193
21,ENSG00000002822,0.09487780943958309,0.6532326417505893,9.857105011188611e-12,1.3816766443888598e-12,0.04498720903488237,0.004293213362090571
22,ENSG00000002834,0.8778119231826255,0.9986814883707612,1.7362111744391267e-12,4.33310821242269e-18,0.043523470477326895,0.0011715184311793033
23,ENSG00000002919,0.6647086090071649,0.28276996789058617,0.005323851007273069,0.07083113508832967,0.00019083998841631767,1.5134736991682694e-09
24,ENSG00000002933,0.9385899459492342,0.9999995868928072,0.09879388060750997,0.10835441722281797,0.0019833396459579882,0.6619931135661452
25,ENSG00000003056,0.01574071713707213,0.020848439902311715,5.652737539486628e-09,8.39968289896638e-15,0.0020606950107111698,4.027449434646997e-07
