,Gene,Y0a,Y0b,Y1a,Y1b,Y2a,Y2b,Y3a,Y3b
0,ENSG00000000003,1.1896436894341162e-09,1.1896436894341162e-09,1.959841348367465e-13,1.959841348367465e-13,0.1497351536388893,0.1497351536388893,3.0592355343251814e-08,3.0592355343251814e-08
1,ENSG00000000419,0.09737153935010442,0.09737153935010442,6.532989373251597e-12,6.532989373251597e-12,0.0019657411764781676,0.0019657411764781676,1.8143850695180835e-09,1.8143850695180835e-09
2,ENSG00000000457,0.09735036361143516,0.09735036361143516,5.696261182044385e-13,5.696261182044385e-13,0.006877792224703147,0.006877792224703147,7.588968255445976e-06,7.588968255445976e-06
3,ENSG00000000938,1.7911111873805336e-13,1.7911111873805336e-13,2.097559392284724e-14,2.097559392284724e-14,0.9957694033387396,0.9957694033387396,0.0005780667867581346,0.0005780667867581346
4,ENSG00000000971,6.288687174234934e-10,6.288687174234934e-10,1.4206167094825397e-14,1.4206167094825397e-14,0.9655236789601243,0.9655236789601243,0.00023847736626428928,0.00023847736626428928
5,ENSG00000001036,0.9998798879083457,0.9998798879083457,2.1955542869146475e-05,2.1955542869146475e-05,0.09653136200928636,0.09653136200928636,0.055119083529626176,0.055119083529626176
6,ENSG00000001084,0.09726570173690093,0.09726570173690093,2.4285835405738085e-05,2.4285835405738085e-05,0.5045954220577298,0.5045954220577298,0.3768445714518159,0.3768445714518159
7,ENSG00000001167,1.6472880766292833e-12,1.6472880766292833e-12,9.822566870366272e-13,9.822566870366272e-13,0.0004221978490661919,0.0004221978490661919,9.185010174870424e-09,9.185010174870424e-09
8,ENSG00000001460,0.015657902191839435,0.015657902191839435,7.227856533750653e-06,7.227856533750653e-06,0.004570074343596817,0.004570074343596817,0.8230391197866243,0.8230391197866243
9,ENSG00000001461,0.21673400916757396,0.21673400916757396,2.1704010863824677e-14,2.1704010863824677e-14,0.010472476747751062,0.010472476747751062,2.0163364966969457e-05,2.0163364966969457e-05
10,ENSG00000001497,0.016599467587937802,0.016599467587937802,5.82742895368767e-13,5.82742895368767e-13,5.814425691314013e-05,5.814425691314013e-05,6.257226535509671e-08,6.257226535509671e-08
11,ENSG00000001561,0.08104107838001649,0.08104107838001649,0.8021194918399414,0.8021194918399414,0.014350299531450693,0.014350299531450693,0.0004615509044927325,0.0004615509044927325
12,ENSG00000001617,0.5941204316266725,0.5941204316266725,3.467894368123987e-09,3.467894368123987e-09,0.007607440007363988,0.007607440007363988,0.7120247775346745,0.7120247775346745
13,ENSG00000001626,0.25224647895834257,0.25224647895834257,7.731569517651896e-16,7.731569517651896e-16,0.12910791637298877,0.12910791637298877,0.75843150944738,0.75843150944738
14,ENSG00000001629,7.036372523069098e-05,7.036372523069098e-05,0.9704067061201893,0.9704067061201893,0.5807136627961234,0.5807136627961234,0.7716942373611908,0.7716942373611908
15,ENSG00000001631,0.16837478080377644,0.16837478080377644,9.508383073290355e-20,9.508383073290355e-20,0.886760151999706,0.886760151999706,0.8448102973311371,0.8448102973311371
16,ENSG00000002016,0.0970543344081292,0.0970543344081292,7.643155439411807e-08,7.643155439411807e-08,0.1854298051400988,0.1854298051400988,4.651364791071312e-05,4.651364791071312e-05
17,ENSG00000002330,0.09703322023736075,0.09703322023736075,1.4621675785010163e-10,1.4621675785010163e-10,0.8211117693769544,0.8211117693769544,1.488082474429941e-06,1.488082474429941e-06
