,Gene,Y1a,Y1b,Y3a,Y3b
3921,ENSG00000118579,2.6181606962182376e-09,2.6778167937700784e-07,7.434939639604013e-06,3.6750214075550864e-05
3922,ENSG00000118596,3.073638474720908e-10,9.096643807126175e-08,0.00377946042695496,0.006810986890576762
3923,ENSG00000118600,1.101319937983207e-11,2.0570204352440505e-09,1.441170680190257e-12,8.704752445021976e-11
3924,ENSG00000118620,1.300815196014497e-10,1.0079487413484952e-08,0.0007094606373530371,0.002459007038043502
3925,ENSG00000118640,0.003595804432320518,0.0098554252930325,4.483907280189825e-06,0.0009965155514900475
3926,ENSG00000118655,9.972402086875242e-10,9.413452503119246e-07,1.6481820866943505e-07,9.433973163232714e-07
3927,ENSG00000118680,8.63304553937e-23,5.3858750970701723e-20,0.0015022195286945779,0.0033250084381115305
3928,ENSG00000118689,2.818404742672608e-05,0.00013093250207609272,0.013944681479223375,0.030618564494841398
3929,ENSG00000118690,0.00032038507977381273,0.0004543530390044796,1.5139338683562327e-06,6.761613043326671e-06
3930,ENSG00000118705,2.444839183233305e-16,4.3175692502890716e-13,0.0004907960451784882,0.0016189186206966948
3931,ENSG00000118707,1.3957299864253601e-05,4.755912365202602e-05,5.6578434298408155e-05,0.00023745594190185322
3932,ENSG00000118733,7.207307132706646e-10,1.0440011545746051e-07,0.0076780559978178765,0.012053716160870174
3933,ENSG00000118762,0.010335672725906929,0.02446017344746675,0.0002952991256696171,0.0008838522620025676
3934,ENSG00000118777,6.177622559249664e-11,7.437880585372328e-08,1.9651059697411047e-06,2.79954222141114e-05
3935,ENSG00000118785,8.199714642270132e-05,0.0002632149847358097,3.2752851327695003e-06,5.951886438951612e-05
3936,ENSG00000118816,0.0015375573833321177,0.014099889608535183,5.508160221922951e-06,2.4825619920957186e-05
3937,ENSG00000118855,0.04578160219405311,0.221196602307481,0.00901620367343326,0.003701623062535883
3938,ENSG00000118873,1.6091548043587605e-15,3.791980588746915e-11,6.356955597305155e-05,0.00016602656502253584
3939,ENSG00000118894,0.00011322643112581489,0.00022156225691892506,3.2862646848500703e-14,1.0182626738515609e-13
3940,ENSG00000118898,4.5158821328452566e-05,0.001011279622132924,0.012136587872359043,0.031313118236876436
3941,ENSG00000118900,6.621028882255874e-11,9.97787284541e-09,6.70005059522608e-08,4.499420136368352e-07
3942,ENSG00000118922,0.24349122034234824,0.08530453960031746,0.0002110440696715714,0.000855308927368323
3943,ENSG00000118946,0.003893997688727014,0.03657058116387763,0.9489149282158507,0.9356256933616609
3944,ENSG00000118960,9.538711732311148e-15,1.2236140304865917e-11,0.04289251137147458,0.057764229113439695
3945,ENSG00000118961,0.0006224915363734944,0.0011966905659178781,1.970047616145277e-15,8.614283283960599e-15
3946,ENSG00000118965,7.805182598159974e-08,6.808699145598591e-07,0.0009653554499673961,0.003181735721389859
3947,ENSG00000118971,7.444559056140213e-14,7.933382830179073e-13,3.117560443419748e-05,0.0001380722002061771
3948,ENSG00000118985,0.0087236383731903,0.02005187952061164,0.9758895055709602,0.9711510546061289
3949,ENSG00000118997,5.629779232665428e-06,2.5563048720870223e-05,0.001216135912387056,0.0025809468176232193
3950,ENSG00000119004,0.0004415687637277127,0.00011022933918876151,8.356782482944493e-06,7.809320598899108e-05
3951,ENSG00000119013,5.0881791087721316e-20,4.827501594839891e-19,6.100494599088309e-07,4.592587245252922e-06
3952,ENSG00000119041,1.0864556400014701e-06,0.0001321870445899007,2.5099378751370254e-05,0.00015822746128535606
3953,ENSG00000119042,3.4219566248457656e-11,3.558328435948378e-09,0.021261075901076707,0.04298707350546902
3954,ENSG00000119048,9.417473058110669e-05,0.00011828996540786519,3.2784637767441604e-05,8.589914494434927e-05
3955,ENSG00000119121,9.099980665009145e-10,3.4293049097570313e-09,0.000370536304205598,0.0009859209830009575
3956,ENSG00000119125,0.0011614005999008427,0.0030476568307037286,0.9770432135990768,0.9594537288302463
3957,ENSG00000119138,9.137044053133969e-05,0.0003144196570015941,1.1163141458999082e-05,4.005552253257675e-05
3958,ENSG00000119139,1.162094698748631e-11,6.06294203504501e-11,2.6729305389668755e-05,0.00013541023538338014
3959,ENSG00000119185,1.56458155980787e-06,8.295234994646747e-06,1.6782729380087174e-08,4.596025688543294e-09
3960,ENSG00000119203,1.5823332333838663e-16,2.3309158338902622e-14,1.9430563414704044e-07,2.1776983929110847e-06
3961,ENSG00000119227,0.0003046025725719108,0.013060865895039266,0.8626011633374359,0.8704900425844851
3962,ENSG00000119231,8.236176945627592e-05,0.0014033992475123932,0.00013366492903558625,0.0005532697691256225
3963,ENSG00000119242,1.8076631008699063e-05,0.0006053793284340207,0.006171318042480827,0.015394282516908334
3964,ENSG00000119280,5.150784788921667e-06,1.5797945268924622e-05,0.20091857031599702,0.20999314102968425
3965,ENSG00000119283,2.585125986009436e-10,2.3109024196418457e-09,0.4873450745581083,0.5086984735008053
3966,ENSG00000119285,2.301107716384193e-16,6.8545192772793565e-12,4.3236409418326825e-11,9.277637682899898e-10
3967,ENSG00000119314,4.871018669674491e-06,2.527338708348186e-05,6.161138404712187e-09,1.4943251183936646e-07
3968,ENSG00000119318,9.768437144059829e-06,1.8006413777587846e-05,0.1675521960310944,0.23718637537081733
3969,ENSG00000119321,2.6098094001450648e-06,2.568250458296466e-06,9.293146184663537e-07,7.443876374034541e-06
3970,ENSG00000119326,0.0039400791764669495,0.0007369221468295414,0.010698353247352983,0.015600612610711457
3971,ENSG00000119328,1.6697600700898792e-05,0.00045845225908279334,3.3391455343877297e-09,1.2560678492272993e-09
3972,ENSG00000119333,0.00011226630313040744,0.00021962803673431517,1.0402662516461508e-07,1.6182254669669782e-06
3973,ENSG00000119335,4.956855327456319e-12,4.637916776065531e-09,0.007545451367898474,0.018882798913815287
3974,ENSG00000119383,1.5238796878993457e-05,5.2957763923479516e-05,0.0003804269596130382,0.0015268859136013174
3975,ENSG00000119392,4.490859754463826e-12,1.5001481580507494e-10,7.840073518829704e-06,3.886216392865134e-05
3976,ENSG00000119396,2.0778751362446004e-12,2.512350454367573e-11,7.559575051003819e-08,6.947170021340014e-07
3977,ENSG00000119397,3.6556896407252436e-05,0.00025629197148053536,0.00010626867369932722,0.0003153624832457207
3978,ENSG00000119401,2.5592238060365623e-10,1.9738541683983678e-07,0.00013707012994599652,0.0005844402927856338
3979,ENSG00000119402,2.7592495785172234e-12,2.578871025733889e-09,4.38047631921581e-08,4.4899848062938503e-07
3980,ENSG00000119403,9.36426442942766e-07,1.4430577351135352e-07,0.03323950167063515,0.05773683719954964
3981,ENSG00000119408,8.643831083719102e-11,1.8405164221978947e-09,4.524926161801044e-06,3.3486538174952056e-05
3982,ENSG00000119411,0.00011197696563983326,0.00021904524916103313,1.4364319892911883e-16,1.1487398472522289e-15
3983,ENSG00000119414,7.232571005292038e-13,1.4490788919510436e-11,0.9594803041338047,0.9502155768368821
3984,ENSG00000119421,0.00033647312516717063,0.0015379925229385848,2.585522958950092e-07,1.3993051192766563e-06
3985,ENSG00000119431,7.17862270553471e-05,0.00014154491978047462,3.0815960936096785e-14,9.641396898599373e-14
3986,ENSG00000119446,7.142647301423005e-17,1.491375215713155e-13,8.644529882270318e-06,6.156850302930012e-05
3987,ENSG00000119471,2.6526421600807293e-11,8.537756203944965e-09,8.127570818853539e-08,9.835096965825785e-07
3988,ENSG00000119487,0.09093533237458415,0.2869556861448361,6.502157156797878e-08,1.7651607916209822e-08
3989,ENSG00000119508,1.0003803767672891e-10,9.095198175012412e-09,8.710415845040015e-10,3.702452820267621e-10
